time_s,channel_id,value,quality_flag
-300,E1,0.001289,PASS
-299,E1,0.018201,PASS
-298,E1,-0.003534,PASS
-297,E1,0.033281,PASS
-296,E1,-0.025091,PASS
-295,E1,0.051471,PASS
-294,E1,0.008292,PASS
-293,E1,-0.035093,PASS
-292,E1,0.006165,PASS
-291,E1,-0.002054,PASS
-290,E1,0.045288,PASS
-289,E1,0.027309,PASS
-288,E1,0.017556,PASS
-287,E1,-0.029792,PASS
-286,E1,0.031141,PASS
-285,E1,0.012682,PASS
-284,E1,0.022903,PASS
-283,E1,0.0192,PASS
-282,E1,0.002252,PASS
-281,E1,0.0262,PASS
-280,E1,0.017151,PASS
-279,E1,0.027746,PASS
-278,E1,0.008837,PASS
-277,E1,0.006134,PASS
-276,E1,0.021338,PASS
-275,E1,0.02366,PASS
-274,E1,-0.005224,PASS
-273,E1,-0.006069,PASS
-272,E1,0.02561,PASS
-271,E1,0.046126,PASS
-270,E1,-0.02673,PASS
-269,E1,0.006612,PASS
-268,E1,-0.003881,PASS
-267,E1,0.0117,PASS
-266,E1,0.031286,PASS
-265,E1,0.026646,PASS
-264,E1,0.014951,PASS
-263,E1,-0.002272,PASS
-262,E1,0.002157,PASS
-261,E1,0.00553,PASS
-260,E1,-0.001595,PASS
-259,E1,0.019034,PASS
-258,E1,0.000971,PASS
-257,E1,0.015195,PASS
-256,E1,0.001453,PASS
-255,E1,0.026131,PASS
-254,E1,0.013393,PASS
-253,E1,0.01424,PASS
-252,E1,0.040361,PASS
-251,E1,0.020427,PASS
-250,E1,0.017629,PASS
-249,E1,0.011302,PASS
-248,E1,-0.020694,PASS
-247,E1,0.017916,PASS
-246,E1,-0.012757,PASS
-245,E1,0.024693,PASS
-244,E1,0.023403,PASS
-243,E1,0.020417,PASS
-242,E1,0.032483,PASS
-241,E1,0.004181,PASS
-240,E1,0.011084,PASS
-239,E1,-0.004846,PASS
-238,E1,-0.017646,PASS
-237,E1,0.000396,PASS
-236,E1,0.006861,PASS
-235,E1,0.049123,PASS
-234,E1,-0.014079,PASS
-233,E1,0.002491,PASS
-232,E1,0.021293,PASS
-231,E1,0.0141,PASS
-230,E1,0.046419,PASS
-229,E1,0.010169,PASS
-228,E1,0.032916,PASS
-227,E1,0.027106,PASS
-226,E1,0.007577,PASS
-225,E1,0.028316,PASS
-224,E1,0.03303,PASS
-223,E1,0.035893,PASS
-222,E1,-0.003083,PASS
-221,E1,0.001116,PASS
-220,E1,0.018229,PASS
-219,E1,0.008244,PASS
-218,E1,-0.004549,PASS
-217,E1,0.028852,PASS
-216,E1,0.016491,PASS
-215,E1,0.03734,PASS
-214,E1,0.040123,PASS
-213,E1,0.021978,PASS
-212,E1,0.026537,PASS
-211,E1,0.019066,PASS
-210,E1,-0.003563,PASS
-209,E1,0.025141,PASS
-208,E1,0.009464,PASS
-207,E1,0.004562,PASS
-206,E1,0.023031,PASS
-205,E1,0.007325,PASS
-204,E1,0.018615,PASS
-203,E1,0.029823,PASS
-202,E1,0.016507,PASS
-201,E1,0.050665,PASS
-200,E1,0.012171,PASS
-199,E1,0.030998,PASS
-198,E1,0.017312,PASS
-197,E1,0.01069,PASS
-196,E1,-0.029133,PASS
-195,E1,0.01564,PASS
-194,E1,0.030897,PASS
-193,E1,0.051908,PASS
-192,E1,-0.000794,PASS
-191,E1,0.000502,PASS
-190,E1,0.021155,PASS
-189,E1,0.004846,PASS
-188,E1,0.016027,PASS
-187,E1,0.004205,PASS
-186,E1,0.01018,PASS
-185,E1,-0.005655,PASS
-184,E1,0.012118,PASS
-183,E1,0.015034,PASS
-182,E1,-0.010132,PASS
-181,E1,0.02307,PASS
-180,E1,0.013002,PASS
-179,E1,-0.019946,PASS
-178,E1,0.022019,PASS
-177,E1,0.030147,PASS
-176,E1,0.039639,PASS
-175,E1,0.052659,PASS
-174,E1,0.08016,PASS
-173,E1,0.029449,PASS
-172,E1,0.022632,PASS
-171,E1,0.050663,PASS
-170,E1,0.028322,PASS
-169,E1,0.044052,PASS
-168,E1,0.026239,PASS
-167,E1,0.036201,PASS
-166,E1,0.042155,PASS
-165,E1,0.004216,PASS
-164,E1,0.02766,PASS
-163,E1,0.054743,PASS
-162,E1,0.010837,PASS
-161,E1,0.039984,PASS
-160,E1,0.021144,PASS
-159,E1,0.002247,PASS
-158,E1,-0.017387,PASS
-157,E1,0.009843,PASS
-156,E1,0.010483,PASS
-155,E1,0.022557,PASS
-154,E1,0.040026,PASS
-153,E1,0.000711,PASS
-152,E1,0.005605,PASS
-151,E1,0.052343,PASS
-150,E1,0.051477,PASS
-149,E1,0.030419,PASS
-148,E1,-0.01576,PASS
-147,E1,0.00984,PASS
-146,E1,0.012709,PASS
-145,E1,0.030226,PASS
