time_s,leaf_temp_c,air_temp_c,relative_humidity_pct,co2_ppm,light_umol_m2_s
-300,24.031,24.086,54.956,419.967,180.277
-299,24.013,24.069,55.055,418.838,181.534
-298,24.07,24.149,55.036,420.215,179.221
-297,24.008,24.124,54.824,420.409,180.768
-296,23.974,24.108,55.185,419.778,180.727
-295,23.963,24.117,55.171,418.117,179.705
-294,23.992,24.118,55.089,422.046,179.854
-293,23.969,24.102,54.953,420.329,177.955
-292,23.96,24.111,54.917,420.8,180.222
-291,23.985,24.073,55.1,418.93,181.577
-290,24.006,24.088,54.912,420.433,179.421
-289,24.013,24.088,55.213,419.536,180.558
-288,23.985,24.108,55.019,420.812,179.224
-287,24.06,24.113,54.85,419.676,179.483
-286,24.0,24.097,54.986,420.312,179.867
-285,23.993,24.086,55.518,421.919,179.172
-284,24.041,24.093,54.98,419.391,178.978
-283,23.933,24.037,55.055,420.048,180.732
-282,23.986,24.102,55.127,420.871,179.387
-281,23.952,24.069,54.705,417.776,180.645
-280,24.002,24.108,54.651,420.326,179.653
-279,23.986,24.126,54.885,418.841,179.984
-278,23.997,24.043,54.942,420.953,179.493
-277,23.954,24.112,55.123,420.896,180.485
-276,23.982,24.109,55.61,422.713,179.02
-275,24.01,24.093,55.123,422.91,179.757
-274,24.006,24.084,54.992,419.989,180.272
-273,24.01,24.049,54.935,417.804,180.34
-272,24.007,24.135,55.296,420.83,180.941
-271,24.04,24.098,55.002,420.542,181.173
-270,24.031,24.089,55.081,421.608,181.132
-269,24.038,24.052,54.991,417.984,179.617
-268,24.027,24.053,55.132,418.02,179.186
-267,24.009,24.078,54.713,421.535,179.163
-266,23.985,24.079,54.792,417.971,179.668
-265,24.002,24.118,54.756,419.748,179.871
-264,23.976,24.078,55.106,423.324,178.073
-263,24.018,24.054,54.779,419.713,178.394
-262,24.044,24.059,54.938,417.349,180.22
-261,23.979,24.123,54.847,421.06,180.301
-260,23.958,24.113,55.13,420.065,179.08
-259,23.96,24.114,54.472,419.844,179.727
-258,23.967,24.094,54.736,421.24,178.324
-257,23.983,24.052,55.082,420.196,181.149
-256,24.008,24.077,55.134,418.162,179.568
-255,24.012,24.093,54.994,420.905,180.117
-254,23.984,24.079,54.921,419.593,178.553
-253,24.016,24.164,54.922,419.748,180.667
-252,23.96,24.087,54.947,420.289,180.206
-251,23.977,24.066,55.335,420.342,182.203
-250,23.996,24.061,54.807,419.641,180.096
-249,23.957,24.116,54.872,418.958,178.683
-248,23.972,24.127,55.096,419.022,179.565
-247,24.032,24.113,54.914,421.139,179.556
-246,24.019,24.122,55.089,418.61,179.19
-245,24.059,24.122,55.131,421.45,178.762
-244,24.036,24.081,55.088,419.737,179.267
-243,24.005,24.13,54.791,421.731,179.56
-242,23.998,24.114,55.027,420.298,180.279
-241,23.985,24.125,54.876,423.233,179.593
-240,23.989,24.118,55.16,418.086,180.572
-239,24.015,24.1,55.143,420.072,180.117
-238,24.012,24.078,54.895,420.466,180.293
-237,23.995,24.102,54.783,421.784,179.611
-236,23.948,24.083,54.891,419.162,178.45
-235,24.002,24.159,55.065,420.127,180.484
-234,24.028,24.073,55.284,420.25,179.448
-233,24.011,24.108,54.92,422.769,179.194
-232,24.061,24.073,54.963,417.815,180.065
-231,23.957,24.141,55.047,418.269,180.051
-230,24.071,24.103,55.293,420.038,181.106
-229,23.961,24.123,55.06,420.748,180.671
-228,23.985,24.131,54.598,420.938,178.338
-227,24.014,24.132,55.102,420.553,180.771
-226,24.04,24.082,54.701,419.413,179.721
-225,24.015,24.161,55.018,420.039,179.93
-224,24.005,24.015,54.78,419.796,180.265
-223,23.998,24.069,55.191,418.111,178.953
-222,23.992,24.133,55.122,423.092,178.185
-221,23.977,24.032,54.87,421.249,180.535
-220,23.975,24.101,55.156,420.93,180.242
-219,24.002,24.133,54.968,422.102,182.11
-218,23.985,24.126,54.949,418.964,177.211
-217,24.014,24.104,55.139,420.807,180.399
-216,24.0,24.133,54.841,420.025,179.129
-215,24.018,24.056,55.225,418.769,178.857
-214,23.982,24.062,55.026,420.292,178.65
-213,23.95,24.144,54.159,420.98,181.765
-212,23.965,24.087,55.123,420.903,180.783
-211,24.019,24.102,54.769,419.035,180.705
-210,24.021,24.121,55.253,420.344,180.651
-209,23.996,24.136,55.288,422.924,179.281
-208,24.008,24.105,54.777,422.65,180.629
-207,23.998,24.097,55.142,418.584,178.714
-206,23.951,24.052,54.958,416.259,179.003
-205,23.978,24.065,54.857,417.456,181.792
-204,24.004,24.102,54.823,421.364,179.686
-203,23.974,24.129,54.739,419.738,181.557
-202,23.983,24.132,55.187,420.555,180.298
-201,23.963,24.115,55.049,420.405,179.924
-200,24.009,24.12,54.868,420.788,180.294
-199,23.962,24.126,55.007,421.688,179.995
-198,24.036,24.101,54.939,420.054,183.079
-197,23.992,24.05,55.048,418.978,182.329
-196,24.006,24.094,54.654,420.179,180.781
-195,23.998,24.123,55.013,418.576,181.052
-194,24.027,24.127,54.671,422.329,179.079
-193,23.986,24.068,55.374,418.201,179.711
-192,23.99,24.112,54.998,416.948,178.791
-191,24.009,24.096,54.813,420.837,179.383
-190,23.972,24.091,55.19,419.041,179.735
-189,24.006,24.105,55.104,418.367,179.07
-188,23.973,24.108,55.15,420.296,180.353
-187,23.99,24.08,54.883,419.882,179.547
-186,24.055,24.04,55.203,421.82,179.335
-185,23.991,24.104,55.074,420.617,179.965
-184,24.012,24.069,54.845,421.478,178.849
-183,23.996,24.094,54.92,420.184,180.433
-182,23.977,24.105,54.886,417.89,181.563
-181,24.0,24.108,54.789,420.281,181.061
-180,24.029,24.076,54.767,417.933,181.365
-179,23.967,24.102,55.084,419.313,180.181
-178,24.018,24.108,54.928,420.002,179.299
-177,24.01,24.07,54.866,418.457,180.025
-176,24.016,24.114,55.109,420.674,178.678
-175,23.984,24.087,55.064,421.114,179.062
-174,24.015,24.105,54.798,420.34,180.615
-173,23.977,24.122,55.129,420.644,179.815
-172,24.042,24.141,54.783,419.197,180.187
-171,24.012,24.08,54.919,420.959,181.56
-170,24.041,24.089,54.635,418.906,179.714
-169,23.989,24.097,54.793,420.305,179.323
-168,23.996,24.063,55.179,419.987,179.189
-167,24.032,24.085,55.042,420.866,180.497
-166,23.977,24.069,55.003,419.332,179.769
-165,23.968,24.102,55.188,420.857,180.096
-164,24.037,24.055,55.244,419.872,179.785
-163,24.008,24.11,54.825,420.838,181.442
-162,23.992,24.059,54.831,419.542,179.764
-161,23.987,24.112,55.107,420.968,179.258
-160,24.022,24.053,55.066,421.429,178.902
-159,24.078,24.095,55.048,419.811,179.132
-158,24.026,24.09,55.164,422.18,180.864
-157,23.957,24.105,54.894,419.522,179.674
-156,24.035,24.064,55.267,418.319,178.091
-155,23.967,24.148,54.949,421.373,181.629
-154,23.986,24.155,54.723,420.848,179.337
-153,24.014,24.092,54.895,418.023,180.008
-152,23.989,24.136,55.342,418.916,179.872
-151,24.024,24.096,54.898,419.504,179.789
-150,23.963,24.099,55.365,420.403,179.141
-149,23.984,24.144,54.705,421.368,180.824
-148,23.971,24.108,55.03,419.63,180.963
-147,23.941,24.117,55.397,418.954,179.576
-146,23.952,24.078,54.892,422.0,180.051
-145,23.973,24.076,54.754,418.367,179.842
-144,24.031,24.097,54.885,420.087,179.48
-143,23.989,24.086,55.076,421.184,178.55
-142,23.987,24.118,54.784,420.993,178.373
-141,24.017,24.175,54.854,418.759,179.785
-140,23.982,24.095,54.912,418.374,180.334
-139,23.984,24.134,55.22,417.714,178.287
-138,23.95,24.142,55.266,419.814,179.174
-137,24.041,24.098,54.782,418.934,182.672
-136,24.029,24.157,55.176,420.793,180.8
-135,23.986,24.069,54.942,422.558,179.26
-134,23.987,24.099,54.914,419.019,182.022
-133,23.99,24.032,54.936,417.23,179.652
-132,23.951,24.073,54.557,418.038,178.98
-131,24.048,24.124,54.732,421.638,181.599
-130,24.032,24.076,54.791,422.455,180.846
-129,24.007,24.107,54.91,420.829,179.484
-128,23.966,24.147,54.952,421.337,179.53
-127,23.953,24.075,55.158,419.616,179.745
-126,24.033,24.11,54.949,421.77,180.503
-125,23.982,24.098,55.151,424.094,181.512
-124,24.023,24.053,55.015,420.012,180.344
-123,24.031,24.063,54.954,420.245,179.74
-122,23.971,24.077,55.023,419.634,177.992
-121,23.952,24.101,55.087,422.523,180.572
-120,23.987,24.122,55.236,419.892,179.511
-119,24.016,24.08,54.953,419.077,179.904
-118,23.941,24.105,54.944,420.985,180.858
-117,23.95,24.122,54.821,419.978,181.147
-116,23.947,24.122,54.914,420.096,179.076
-115,24.047,24.1,55.3,420.793,180.996
-114,23.981,24.087,55.037,421.439,179.439
-113,23.973,24.072,54.918,420.189,179.247
-112,24.052,24.177,54.948,421.315,179.804
-111,24.031,24.11,55.149,418.898,179.942
-110,23.987,24.175,54.95,422.071,180.295
-109,23.956,24.142,55.09,420.248,179.496
-108,23.969,24.078,55.144,421.128,178.773
-107,23.996,24.095,55.152,421.488,181.293
-106,24.053,24.131,54.531,417.772,180.674
-105,23.994,24.033,55.203,419.779,180.419
-104,24.036,24.078,55.24,422.113,179.647
