time_s,channel_id,value,quality_flag
-300,E1,0.018191,PASS
-299,E1,-0.002171,PASS
-298,E1,0.029866,PASS
-297,E1,0.008065,PASS
-296,E1,0.021776,PASS
-295,E1,0.019443,PASS
-294,E1,-0.00947,PASS
-293,E1,0.021548,PASS
-292,E1,0.00347,PASS
-291,E1,0.019802,PASS
-290,E1,0.002167,PASS
-289,E1,0.015951,PASS
-288,E1,-0.014406,PASS
-287,E1,-0.000523,PASS
-286,E1,-0.029106,PASS
-285,E1,-0.006353,PASS
-284,E1,0.01337,PASS
-283,E1,0.008485,PASS
-282,E1,-0.008411,PASS
-281,E1,0.014341,PASS
-280,E1,0.008397,PASS
-279,E1,0.011747,PASS
-278,E1,0.028193,PASS
-277,E1,-0.00274,PASS
-276,E1,-0.01953,PASS
-275,E1,0.00288,PASS
-274,E1,0.028323,PASS
-273,E1,-0.026626,PASS
-272,E1,0.028869,PASS
-271,E1,-0.008031,PASS
-270,E1,-0.004246,PASS
-269,E1,0.0201,PASS
-268,E1,0.001605,PASS
-267,E1,0.021996,PASS
-266,E1,-0.014935,PASS
-265,E1,-0.01537,PASS
-264,E1,-0.005048,PASS
-263,E1,-0.001899,PASS
-262,E1,0.02495,PASS
-261,E1,-0.013973,PASS
-260,E1,-0.000981,PASS
-259,E1,0.010172,PASS
-258,E1,-0.007915,PASS
-257,E1,-0.020503,PASS
-256,E1,-0.045347,PASS
-255,E1,-0.004773,PASS
-254,E1,0.010074,PASS
-253,E1,0.012395,PASS
-252,E1,0.025828,PASS
-251,E1,0.001154,PASS
-250,E1,0.021366,PASS
-249,E1,-0.008396,PASS
-248,E1,0.010786,PASS
-247,E1,0.005993,PASS
-246,E1,0.033729,PASS
-245,E1,-0.009073,PASS
-244,E1,-0.00984,PASS
-243,E1,-0.016735,PASS
-242,E1,0.005997,PASS
-241,E1,0.031826,PASS
-240,E1,-0.009862,PASS
-239,E1,0.025398,PASS
-238,E1,0.002771,PASS
-237,E1,0.022481,PASS
-236,E1,0.015525,PASS
-235,E1,0.016513,PASS
-234,E1,0.014314,PASS
-233,E1,0.040957,PASS
-232,E1,0.014096,PASS
-231,E1,0.004458,PASS
-230,E1,0.019556,PASS
-229,E1,0.028245,PASS
-228,E1,0.015155,PASS
-227,E1,-0.008835,PASS
-226,E1,-0.009607,PASS
-225,E1,-0.00476,PASS
-224,E1,0.042926,PASS
-223,E1,-0.002966,PASS
-222,E1,0.005393,PASS
-221,E1,0.008054,PASS
-220,E1,-0.008181,PASS
-219,E1,0.018319,PASS
-218,E1,0.032051,PASS
-217,E1,0.018282,PASS
-216,E1,0.000598,PASS
-215,E1,-0.015645,PASS
-214,E1,0.03055,PASS
-213,E1,0.025333,PASS
-212,E1,0.008573,PASS
-211,E1,0.057406,PASS
-210,E1,0.017897,PASS
-209,E1,0.008692,PASS
-208,E1,0.005038,PASS
-207,E1,-0.018471,PASS
-206,E1,-0.003198,PASS
-205,E1,0.030544,PASS
-204,E1,0.011563,PASS
-203,E1,-0.001821,PASS
-202,E1,0.02501,PASS
-201,E1,0.039176,PASS
-200,E1,0.008397,PASS
-199,E1,0.023925,PASS
-198,E1,-0.004977,PASS
-197,E1,0.006854,PASS
-196,E1,0.048005,PASS
-195,E1,-0.018564,PASS
-194,E1,0.001162,PASS
-193,E1,-0.004336,PASS
-192,E1,0.03206,PASS
-191,E1,0.038329,PASS
-190,E1,-0.004135,PASS
-189,E1,0.033432,PASS
-188,E1,0.041017,PASS
-187,E1,0.013774,PASS
-186,E1,0.010803,PASS
-185,E1,0.013323,PASS
-184,E1,0.002085,PASS
-183,E1,0.007568,PASS
-182,E1,0.021208,PASS
-181,E1,0.020029,PASS
-180,E1,0.036153,PASS
-179,E1,0.020864,PASS
-178,E1,0.011737,PASS
-177,E1,0.049303,PASS
-176,E1,0.015511,PASS
-175,E1,0.051563,PASS
-174,E1,0.017405,PASS
-173,E1,-0.024607,PASS
-172,E1,0.029827,PASS
-171,E1,-0.005191,PASS
-170,E1,0.016838,PASS
-169,E1,0.004121,PASS
-168,E1,0.025104,PASS
-167,E1,0.012816,PASS
-166,E1,0.026331,PASS
-165,E1,0.026868,PASS
-164,E1,0.023538,PASS
-163,E1,0.02834,PASS
-162,E1,0.00777,PASS
-161,E1,0.013724,PASS
-160,E1,0.021857,PASS
-159,E1,-0.00019,PASS
-158,E1,-0.005354,PASS
-157,E1,0.010877,PASS
-156,E1,0.007346,PASS
-155,E1,0.015737,PASS
-154,E1,-0.01527,PASS
-153,E1,0.004901,PASS
-152,E1,0.034446,PASS
-151,E1,0.018797,PASS
-150,E1,-0.001935,PASS
-149,E1,-0.008539,PASS
