time_s,channel_id,value,quality_flag
-300,E1,-0.014499,PASS
-299,E1,-0.037655,PASS
-298,E1,-0.036049,PASS
-297,E1,-7.1e-05,PASS
-296,E1,0.002637,PASS
-295,E1,-0.007888,PASS
-294,E1,-0.003284,PASS
-293,E1,-0.033742,PASS
-292,E1,-0.046665,PASS
-291,E1,-0.016943,PASS
-290,E1,-0.018508,PASS
-289,E1,-0.021889,PASS
-288,E1,-0.012674,PASS
-287,E1,0.012141,PASS
-286,E1,-0.00392,PASS
-285,E1,-0.00059,PASS
-284,E1,-0.003298,PASS
-283,E1,0.004017,PASS
-282,E1,-0.022888,PASS
-281,E1,0.006108,PASS
-280,E1,-0.032353,PASS
-279,E1,0.04021,PASS
-278,E1,0.008771,PASS
-277,E1,-0.000205,PASS
-276,E1,-0.020802,PASS
-275,E1,0.002934,PASS
-274,E1,0.016903,PASS
-273,E1,-0.038662,PASS
-272,E1,-0.006592,PASS
-271,E1,0.008537,PASS
-270,E1,0.002163,PASS
-269,E1,0.03072,PASS
-268,E1,-0.027849,PASS
-267,E1,0.00214,PASS
-266,E1,-0.004229,PASS
-265,E1,-0.006046,PASS
-264,E1,-0.032905,PASS
-263,E1,-0.02873,PASS
-262,E1,-0.00309,PASS
-261,E1,0.000265,PASS
-260,E1,0.014212,PASS
-259,E1,0.002191,PASS
-258,E1,-0.026696,PASS
-257,E1,-0.01135,PASS
-256,E1,0.013906,PASS
-255,E1,0.021005,PASS
-254,E1,-0.005481,PASS
-253,E1,-0.015415,PASS
-252,E1,-0.011078,PASS
-251,E1,-0.005703,PASS
-250,E1,0.001742,PASS
-249,E1,0.020055,PASS
-248,E1,-0.004289,PASS
-247,E1,-0.001494,PASS
-246,E1,-0.021605,PASS
-245,E1,0.016936,PASS
-244,E1,0.008255,PASS
-243,E1,0.000876,PASS
-242,E1,-0.004858,PASS
-241,E1,-0.020939,PASS
-240,E1,0.015224,PASS
-239,E1,0.019192,PASS
-238,E1,-0.001388,PASS
-237,E1,-0.00749,PASS
-236,E1,-0.003644,PASS
-235,E1,-0.013372,PASS
-234,E1,0.026178,PASS
-233,E1,-0.019748,PASS
-232,E1,-0.03337,PASS
-231,E1,-0.022912,PASS
-230,E1,0.01836,PASS
-229,E1,0.010919,PASS
-228,E1,0.012695,PASS
-227,E1,-0.00983,PASS
-226,E1,0.012367,PASS
-225,E1,-0.013824,PASS
-224,E1,0.025409,PASS
-223,E1,-0.009422,PASS
-222,E1,-0.016873,PASS
-221,E1,0.000404,PASS
-220,E1,-0.027752,PASS
-219,E1,0.011586,PASS
-218,E1,-0.006926,PASS
-217,E1,-0.020708,PASS
-216,E1,0.000958,PASS
-215,E1,0.000223,PASS
-214,E1,-0.010107,PASS
-213,E1,-0.002832,PASS
-212,E1,0.009212,PASS
-211,E1,0.028078,PASS
-210,E1,0.013141,PASS
-209,E1,0.002468,PASS
-208,E1,0.012778,PASS
-207,E1,-0.003182,PASS
-206,E1,-0.029265,PASS
-205,E1,0.008094,PASS
-204,E1,-0.018684,PASS
-203,E1,0.027213,PASS
-202,E1,-0.023605,PASS
-201,E1,0.006769,PASS
-200,E1,-0.021036,PASS
-199,E1,-0.024226,PASS
-198,E1,-0.035725,PASS
-197,E1,0.00411,PASS
-196,E1,0.007636,PASS
-195,E1,-0.026349,PASS
-194,E1,0.009226,PASS
-193,E1,-0.030488,PASS
-192,E1,0.024223,PASS
-191,E1,0.01133,PASS
-190,E1,-0.005987,PASS
-189,E1,-0.011961,PASS
-188,E1,0.019551,PASS
-187,E1,0.032928,PASS
-186,E1,0.001286,PASS
-185,E1,0.008422,PASS
-184,E1,-0.003603,PASS
-183,E1,-0.002809,PASS
-182,E1,-0.005857,PASS
-181,E1,0.011934,PASS
-180,E1,-0.017703,PASS
-179,E1,-0.010023,PASS
-178,E1,-0.025116,PASS
-177,E1,-0.018853,PASS
-176,E1,-0.012888,PASS
-175,E1,0.002591,PASS
-174,E1,0.030764,PASS
-173,E1,0.013564,PASS
-172,E1,-0.002715,PASS
-171,E1,-0.000795,PASS
-170,E1,0.006718,PASS
-169,E1,0.025519,PASS
-168,E1,0.017832,PASS
-167,E1,-0.032411,PASS
-166,E1,0.039943,PASS
-165,E1,-0.035462,PASS
-164,E1,-0.014576,PASS
-163,E1,-0.000127,PASS
-162,E1,0.022309,PASS
-161,E1,0.025563,PASS
-160,E1,0.000902,PASS
-159,E1,0.005656,PASS
-158,E1,0.013127,PASS
-157,E1,0.019951,PASS
-156,E1,-0.031912,PASS
-155,E1,-0.022779,PASS
-154,E1,-0.026026,PASS
-153,E1,0.019471,PASS
-152,E1,0.021205,PASS
-151,E1,-0.001456,PASS
-150,E1,-0.009484,PASS
-149,E1,-0.023919,PASS
-148,E1,0.030899,PASS
-147,E1,0.00558,PASS
-146,E1,-0.004768,PASS
-145,E1,-0.005765,PASS
-144,E1,0.013784,PASS
-143,E1,0.020974,PASS
-142,E1,-0.009664,PASS
-141,E1,-0.001746,PASS
-140,E1,0.000498,PASS
-139,E1,-0.004971,PASS
-138,E1,0.011795,PASS
-137,E1,-0.012075,PASS
-136,E1,0.020121,PASS
-135,E1,-0.017807,PASS
-134,E1,0.003866,PASS
-133,E1,0.020157,PASS
-132,E1,0.019621,PASS
-131,E1,0.009169,PASS
-130,E1,0.00764,PASS
-129,E1,-0.006172,PASS
-128,E1,0.018852,PASS
-127,E1,0.005157,PASS
-126,E1,0.016652,PASS
-125,E1,0.015871,PASS
-124,E1,-0.02516,PASS
-123,E1,-0.002691,PASS
-122,E1,0.026768,PASS
-121,E1,0.034455,PASS
-120,E1,0.024087,PASS
-119,E1,0.019117,PASS
-118,E1,0.000835,PASS
-117,E1,0.000391,PASS
-116,E1,0.007694,PASS
-115,E1,0.001998,PASS
-114,E1,-0.005111,PASS
-113,E1,0.023682,PASS
-112,E1,0.006279,PASS
-111,E1,-0.025197,PASS
-110,E1,0.003737,PASS
-109,E1,0.00297,PASS
-108,E1,0.010486,PASS
-107,E1,0.014845,PASS
-106,E1,0.002389,PASS
-105,E1,-0.011689,PASS
-104,E1,0.01101,PASS
-103,E1,0.006771,PASS
-102,E1,0.002163,PASS
-101,E1,-0.047029,PASS
-100,E1,0.006497,PASS
-99,E1,0.002788,PASS
-98,E1,-0.013577,PASS
-97,E1,-0.010026,PASS
-96,E1,0.036305,PASS
-95,E1,0.012863,PASS
-94,E1,-0.006311,PASS
-93,E1,-0.015972,PASS
-92,E1,0.017611,PASS
-91,E1,-0.013133,PASS
-90,E1,0.006726,PASS
-89,E1,0.000644,PASS
-88,E1,-0.014599,PASS
-87,E1,0.02034,PASS
-86,E1,0.040429,PASS
-85,E1,0.025804,PASS
-84,E1,0.00701,PASS
-83,E1,-0.019609,PASS
-82,E1,0.016745,PASS
-81,E1,0.035411,PASS
-80,E1,0.00799,PASS
-79,E1,0.015017,PASS
-78,E1,0.042362,PASS
-77,E1,0.011179,PASS
-76,E1,0.011298,PASS
-75,E1,0.014203,PASS
-74,E1,0.009718,PASS
-73,E1,-0.002321,PASS
-72,E1,0.02666,PASS
-71,E1,0.008215,PASS
-70,E1,0.031792,PASS
-69,E1,-0.016042,PASS
-68,E1,-0.013828,PASS
-67,E1,0.025054,PASS
-66,E1,0.044372,PASS
-65,E1,-0.001859,PASS
-64,E1,0.014897,PASS
-63,E1,-0.004887,PASS
-62,E1,0.012601,PASS
-61,E1,-0.000546,PASS
-60,E1,0.046403,PASS
-59,E1,-0.006024,PASS
-58,E1,0.026864,PASS
-57,E1,0.013444,PASS
-56,E1,0.008211,PASS
-55,E1,0.015725,PASS
-54,E1,0.009312,PASS
-53,E1,0.010808,PASS
-52,E1,0.017367,PASS
-51,E1,-0.010631,PASS
-50,E1,0.020088,PASS
-49,E1,-0.003466,PASS
-48,E1,0.019842,PASS
-47,E1,0.014097,PASS
-46,E1,0.020824,PASS
-45,E1,0.009238,PASS
-44,E1,0.016592,PASS
-43,E1,0.011662,PASS
-42,E1,0.005406,PASS
-41,E1,-0.013282,PASS
-40,E1,0.0294,PASS
-39,E1,0.018164,PASS
-38,E1,0.010566,PASS
-37,E1,-0.004195,PASS
-36,E1,0.019274,PASS
-35,E1,0.003858,PASS
-34,E1,0.019363,PASS
-33,E1,0.020352,PASS
-32,E1,-0.002353,PASS
-31,E1,0.0177,PASS
-30,E1,0.003204,PASS
-29,E1,-0.018762,PASS
-28,E1,0.030714,PASS
-27,E1,-0.003952,PASS
-26,E1,0.033617,PASS
-25,E1,-0.014727,PASS
-24,E1,-0.020763,PASS
-23,E1,0.037472,PASS
-22,E1,0.023685,PASS
-21,E1,0.005314,PASS
-20,E1,0.013223,PASS
-19,E1,0.039782,PASS
-18,E1,0.006185,PASS
-17,E1,0.033338,PASS
-16,E1,-0.01625,PASS
-15,E1,0.021693,PASS
-14,E1,0.010903,PASS
-13,E1,0.002985,PASS
-12,E1,0.036076,PASS
-11,E1,0.014073,PASS
-10,E1,-0.008355,PASS
-9,E1,0.001759,PASS
-8,E1,0.011131,PASS
-7,E1,0.035553,PASS
-6,E1,-0.00838,PASS
-5,E1,0.021262,PASS
-4,E1,0.008176,PASS
-3,E1,-0.008241,PASS
-2,E1,-0.009267,PASS
-1,E1,0.013517,PASS
0,E1,0.049843,PASS
1,E1,0.069615,PASS
2,E1,0.034409,PASS
3,E1,0.058686,PASS
4,E1,0.06737,PASS
5,E1,0.068658,PASS
6,E1,0.044903,PASS
7,E1,0.076889,PASS
8,E1,0.081801,PASS
9,E1,0.101917,PASS
10,E1,0.085548,PASS
11,E1,0.078568,PASS
12,E1,0.105706,PASS
13,E1,0.111168,PASS
14,E1,0.08919,PASS
15,E1,0.110746,PASS
16,E1,0.088103,PASS
17,E1,0.113772,PASS
18,E1,0.107939,PASS
19,E1,0.097548,PASS
20,E1,0.104438,PASS
21,E1,0.08052,PASS
22,E1,0.105493,PASS
23,E1,0.116901,PASS
24,E1,0.058734,PASS
25,E1,0.070634,PASS
26,E1,0.070078,PASS
27,E1,0.068681,PASS
28,E1,0.0723,PASS
29,E1,0.083647,PASS
30,E1,0.094,PASS
31,E1,0.07729,PASS
32,E1,0.050426,PASS
33,E1,0.082187,PASS
34,E1,0.079506,PASS
35,E1,0.064656,PASS
36,E1,0.060196,PASS
37,E1,0.065232,PASS
38,E1,0.055847,PASS
39,E1,0.042489,PASS
40,E1,0.083202,PASS
41,E1,0.03933,PASS
42,E1,0.015697,PASS
43,E1,0.052183,PASS
44,E1,0.059391,PASS
45,E1,0.026648,PASS
46,E1,0.09946,PASS
47,E1,0.024323,PASS
48,E1,0.043723,PASS
49,E1,0.002663,PASS
50,E1,0.028062,PASS
51,E1,0.001066,PASS
52,E1,0.081554,PASS
53,E1,0.01205,PASS
54,E1,0.019848,PASS
55,E1,0.018922,PASS
56,E1,0.033696,PASS
57,E1,0.02574,PASS
58,E1,0.023676,PASS
59,E1,0.042244,PASS
60,E1,0.003745,PASS
61,E1,0.05474,PASS
62,E1,0.038382,PASS
63,E1,0.032903,PASS
64,E1,0.045036,PASS
65,E1,0.009632,PASS
66,E1,0.011198,PASS
67,E1,0.045634,PASS
68,E1,0.018469,PASS
69,E1,0.014937,PASS
70,E1,-0.002922,PASS
71,E1,0.004112,PASS
72,E1,0.019988,PASS
73,E1,0.010905,PASS
74,E1,0.0042,PASS
75,E1,0.036719,PASS
76,E1,0.028737,PASS
77,E1,0.02249,PASS
78,E1,0.047692,PASS
79,E1,0.029071,PASS
80,E1,0.003443,PASS
81,E1,0.01621,PASS
82,E1,0.011235,PASS
